Date,Time,Factory,Region,Shift,Workers,Exp,Training,Temp,Pressure,Humidity,Vibration,Speed,Age,Service_Days,Gas,Sparks,Alarm,Risk,Accident
2022-04-19,03:15:00,Factory_A,Rural,Night,42.0,Senior,Yes,29.93,24.07,50.82,4.63,2853.97,5,341,0.82,2,Off,64.26,0
2022-04-19,03:30:00,Factory_B,Urban,Night,22.0,Junior,No,33.16,25.56,32.69,0.5,3160.88,8,107,6.47,3,Off,56.01,0
2022-04-19,03:45:00,Factory_B,Industrial_Zone,Night,21.0,Senior,Yes,37.43,25.01,41.02,2.96,1852.51,3,343,5.81,1,Off,77.26,1
2022-04-19,04:00:00,Factory_B,Industrial_Zone,Day,30.0,Senior,Yes,38.46,32.11,74.41,4.63,3467.32,14,251,7.25,2,On,78.76,1
2022-04-19,04:15:00,Factory_D,Industrial_Zone,Night,46.0,Junior,Yes,35.54,27.81,57.74,1.74,1134.14,2,297,0.28,2,Off,73.89,0
2022-04-19,04:30:00,Factory_A,Urban,Day,42.0,Senior,No,35.24,28.34,75.92,2.17,2746.9,10,64,7.92,2,Off,53.34,0
2022-04-19,04:45:00,Factory_A,Industrial_Zone,Day,44.0,Junior,No,34.0,28.11,56.81,2.84,2851.27,10,323,2.33,3,On,77.07,1
2022-04-19,05:00:00,Factory_C,Rural,Night,22.0,Senior,Yes,34.94,28.47,30.18,3.66,2542.15,19,335,8.75,2,Off,86.55,1
2022-04-19,05:15:00,Factory_C,Urban,Day,21.0,Senior,No,38.65,30.7,64.76,4.01,2468.78,3,169,7.36,3,Off,66.02,0
2022-04-19,05:30:00,Factory_B,Rural,Day,47.0,Junior,No,33.96,29.19,52.41,0.47,1890.87,6,10,3.34,2,Off,49.01,0
2022-04-19,05:45:00,Factory_C,Industrial_Zone,Night,22.0,Junior,No,36.98,229.52,33.9,3.14,2198.66,2,43,6.67,3,Off,51.72,0
2022-04-19,06:00:00,Factory_A,Urban,Night,5.0,Senior,Yes,33.41,24.59,43.26,2.09,2577.54,4,42,3.13,4,Off,43.83,0
2022-04-19,06:15:00,Factory_B,Urban,Day,9.0,Junior,No,38.04,27.41,37.44,4.63,2324.39,7,24,6.65,0,Off,58.65,0
2022-04-19,06:30:00,Factory_C,Rural,Day,34.0,Senior,No,36.74,27.38,52.51,0.87,1968.72,16,49,0.34,1,On,55.27,0
2022-04-19,06:45:00,Factory_D,Industrial_Zone,Day,10.0,Senior,No,37.92,27.46,45.09,4.66,3892.83,19,72,7.78,1,On,67.21,0
2022-04-19,07:00:00,Factory_B,Industrial_Zone,Day,17.0,Senior,Yes,40.65,31.72,40.47,2.53,2078.19,9,290,5.84,1,Off,84.88,1
2022-04-19,07:15:00,Factory_C,Rural,Night,17.0,Junior,No,27.25,22.89,62.38,0.45,1285.39,7,314,1.57,3,On,56.85,0
2022-04-19,07:30:00,Factory_B,Rural,Night,10.0,Junior,No,37.26,30.12,77.28,4.15,2288.07,4,21,5.58,1,On,58.14,0
2022-04-19,07:45:00,Factory_A,Industrial_Zone,Day,27.0,Junior,No,36.41,26.47,78.04,3.09,3488.51,12,188,2.64,2,On,72.88,0
2022-04-19,08:00:00,Factory_D,Rural,Day,40.0,Junior,No,36.34,31.59,48.62,3.28,2779.54,4,321,1.1,0,On,74.41,0
2022-04-19,08:15:00,Factory_A,Rural,Day,49.0,Junior,Yes,35.72,26.55,43.21,1.61,3053.34,4,114,4.67,2,Off,57.35,0
2022-04-19,08:30:00,Factory_A,Industrial_Zone,Night,24.0,Senior,Yes,35.72,227.19,61.28,3.6,2413.07,1,248,3.41,3,Off,66.55,0
2022-04-19,08:45:00,Factory_D,Urban,Night,36.0,Junior,No,36.01,30.36,48.2,0.02,2149.99,12,26,4.97,2,Off,51.01,0
2022-04-19,09:00:00,Factory_B,Rural,Night,28.0,Senior,No,37.72,29.25,70.32,4.96,2955.12,4,355,4.33,0,On,74.24,0
2022-04-19,09:15:00,Factory_B,Industrial_Zone,Night,39.0,Junior,Yes,37.48,28.0,49.58,4.69,2541.12,15,56,9.76,1,Off,56.91,0
2022-04-19,09:30:00,Factory_C,Industrial_Zone,Day,22.0,Junior,Yes,34.93,27.32,58.57,2.61,3984.86,1,239,7.83,2,Off,65.57,0
2022-04-19,09:45:00,Factory_C,Urban,Day,38.0,Junior,No,34.44,27.49,79.4,0.2,1325.4,18,308,5.2,0,On,79.48,1
2022-04-19,10:00:00,Factory_D,Industrial_Zone,Night,39.0,Junior,No,35.06,26.57,36.55,4.04,2621.65,8,233,2.2,0,On,65.9,0
2022-04-19,10:15:00,Factory_A,Rural,Day,23.0,Senior,Yes,33.76,25.3,46.02,3.73,1695.5,15,325,4.69,4,On,73.53,0
2022-04-19,10:30:00,Factory_C,Industrial_Zone,Day,46.0,Junior,Yes,40.34,30.52,33.69,3.64,3740.48,8,24,7.53,1,On,61.89,0
2022-04-19,10:45:00,Factory_C,Urban,Day,38.0,Junior,No,31.19,22.15,77.85,0.21,3961.17,14,195,1.04,3,On,61.14,0
2022-04-19,11:00:00,Factory_B,Rural,Day,20.0,Senior,Yes,37.25,24.55,54.5,0.37,1011.64,17,72,6.88,0,Off,62.7,0
2022-04-19,11:15:00,Factory_B,Rural,Day,29.0,Senior,No,37.23,26.58,46.24,4.09,3430.95,3,120,7.0,4,On,56.99,0
2022-04-19,11:30:00,Factory_B,Industrial_Zone,Night,23.0,Junior,Yes,33.41,27.71,76.45,4.49,3157.93,11,37,4.54,0,On,53.72,0
2022-04-19,11:45:00,Factory_C,Urban,Night,32.0,Senior,No,35.89,27.72,51.93,3.92,3703.88,1,133,3.85,2,Off,53.68,0
2022-04-19,12:00:00,Factory_C,Industrial_Zone,Day,47.0,Senior,No,38.79,33.28,30.28,1.84,3524.83,6,220,6.03,0,Off,74.89,0
2022-04-19,12:15:00,Factory_A,Urban,Night,28.0,Junior,No,34.01,30.43,58.05,0.55,3936.86,5,363,9.12,1,On,80.38,1
2022-04-19,12:30:00,Factory_D,Urban,Night,17.0,Junior,Yes,38.94,27.54,34.46,2.98,1130.68,1,100,1.45,1,On,55.47,0
2022-04-19,12:45:00,Factory_D,Industrial_Zone,Day,33.0,Senior,No,38.35,26.45,79.24,4.63,3360.55,18,56,5.43,0,Off,59.37,0
2022-04-19,13:00:00,Factory_B,Industrial_Zone,Night,39.0,Senior,No,32.87,24.04,75.49,0.57,2288.81,1,275,8.56,4,Off,67.25,0
2022-04-19,13:15:00,Factory_B,Urban,Night,45.0,Senior,No,31.68,28.45,67.53,0.02,1135.38,15,70,1.62,3,On,55.81,0
2022-04-19,13:30:00,Factory_A,Urban,Day,23.0,Senior,Yes,35.5,30.93,61.71,0.3,3306.71,16,219,5.16,0,Off,71.35,0
2022-04-19,13:45:00,Factory_D,Industrial_Zone,Night,14.0,Junior,Yes,31.28,27.83,32.19,3.04,1387.25,12,93,3.47,3,Off,49.27,0
2022-04-19,14:00:00,Factory_B,Urban,Night,38.0,Senior,No,26.29,23.25,41.25,1.41,1420.15,15,342,0.88,2,On,66.57,0
2022-04-19,14:15:00,Factory_C,Industrial_Zone,Day,35.0,Junior,Yes,33.53,26.45,51.06,0.09,1652.45,8,51,8.3,1,On,47.25,0
2022-04-19,14:30:00,Factory_C,Urban,Day,38.0,Senior,Yes,41.52,30.82,68.83,0.65,2052.34,8,88,8.16,2,On,67.99,0
2022-04-19,14:45:00,Factory_A,Rural,Day,34.0,Junior,Yes,33.66,26.72,37.01,1.04,3247.0,16,28,3.23,2,Off,58.0,0
2022-04-19,15:00:00,Factory_B,Urban,Day,14.0,Senior,No,36.14,26.96,67.73,0.57,2136.3,1,118,8.3,4,Off,59.1,0
2022-04-19,15:15:00,Factory_C,Urban,Night,18.0,Junior,No,37.1,29.38,59.92,0.0,1752.89,2,332,0.8,4,Off,75.8,1
2022-04-19,15:30:00,Factory_C,Urban,Day,42.0,Junior,Yes,34.88,25.37,54.58,2.49,2634.52,11,305,0.86,2,On,68.08,0
2022-04-19,15:45:00,Factory_D,Industrial_Zone,Night,46.0,Junior,No,34.0,27.6,76.04,0.55,2680.99,16,203,9.64,2,On,70.81,0
2022-04-19,16:00:00,Factory_A,Industrial_Zone,Night,31.0,Senior,No,38.69,29.26,63.08,3.69,2438.67,12,210,7.17,0,On,77.5,1
2022-04-19,16:15:00,Factory_D,Urban,Day,27.0,Senior,Yes,35.12,29.84,43.6,1.75,2161.91,17,173,3.67,2,On,68.78,0
2022-04-19,16:30:00,Factory_A,Industrial_Zone,Day,10.0,Junior,No,34.73,29.38,53.49,4.94,1268.98,6,286,9.47,0,On,75.94,1
2022-04-19,16:45:00,Factory_A,Industrial_Zone,Day,33.0,Junior,Yes,37.39,27.23,62.93,1.82,3594.72,16,251,6.93,4,Off,73.68,0
2022-04-19,17:00:00,Factory_D,Industrial_Zone,Night,12.0,Junior,Yes,31.91,24.81,34.65,0.02,3282.78,18,349,5.15,2,On,74.67,0
2022-04-19,17:15:00,Factory_B,Urban,Day,43.0,Junior,Yes,31.21,27.96,37.37,1.52,3610.2,8,100,1.27,4,On,53.15,0
2022-04-19,17:30:00,Factory_C,Industrial_Zone,Night,26.0,Junior,Yes,30.13,25.6,76.34,4.95,1469.31,14,286,4.31,1,On,69.99,0
2022-04-19,17:45:00,Factory_C,Rural,Day,25.0,Junior,Yes,36.7,29.82,43.34,3.85,1158.06,19,41,6.17,1,On,58.42,0
2022-04-19,18:00:00,Factory_B,Industrial_Zone,Day,10.0,Junior,Yes,34.51,26.84,48.06,4.75,1572.67,17,132,2.47,4,Off,68.64,0
2022-04-19,18:15:00,Factory_A,Rural,Night,29.0,Junior,Yes,37.48,25.44,35.98,1.37,3447.38,14,262,2.0,0,Off,77.16,1
2022-04-19,18:30:00,Factory_C,Industrial_Zone,Night,43.0,Senior,Yes,35.15,29.25,39.61,3.34,2239.34,19,174,2.23,4,On,75.29,1
2022-04-19,18:45:00,Factory_C,Urban,Day,6.0,Senior,No,30.89,25.24,35.18,3.29,3175.29,16,104,10.0,3,Off,57.25,0
2022-04-19,19:00:00,Factory_B,Rural,Night,5.0,Junior,No,33.93,28.89,67.86,4.58,2092.18,8,131,2.09,3,On,63.88,0
2022-04-19,19:15:00,Factory_D,Industrial_Zone,Night,5.0,Senior,No,37.69,29.48,57.61,0.48,2610.58,11,172,8.19,1,On,70.33,0
2022-04-19,19:30:00,Factory_C,Rural,Day,30.0,Junior,No,34.21,30.29,45.03,1.8,3682.37,14,342,5.82,3,On,75.43,1
2022-04-19,19:45:00,Factory_A,Industrial_Zone,Day,46.0,Senior,Yes,38.56,32.45,43.26,2.75,1640.47,8,122,5.22,4,Off,68.62,0
2022-04-19,20:00:00,Factory_B,Rural,Night,19.0,Senior,No,33.64,24.83,31.77,2.37,1634.07,14,179,6.99,0,Off,57.78,0
2022-04-19,20:15:00,Factory_B,Urban,Night,17.0,Senior,No,37.16,27.18,58.2,0.67,3938.24,13,64,3.52,0,On,60.77,0
2022-04-19,20:30:00,Factory_D,Rural,Day,47.0,Junior,Yes,29.65,25.59,40.55,3.31,1819.79,5,63,4.48,2,Off,43.11,0
2022-04-19,20:45:00,Factory_A,Rural,Night,5.0,Junior,Yes,34.32,28.05,39.93,2.85,1915.15,16,95,7.31,4,On,60.53,0
2022-04-19,21:00:00,Factory_B,Rural,Day,24.0,Senior,Yes,33.84,24.47,71.05,2.5,1783.04,19,115,9.61,1,On,59.84,0
2022-04-19,21:15:00,Factory_D,Industrial_Zone,Day,15.0,Junior,Yes,30.81,26.86,34.75,3.49,2841.68,6,198,0.53,1,Off,61.13,0
2022-04-19,21:30:00,Factory_D,Urban,Day,10.0,Senior,Yes,38.34,30.6,65.06,3.48,2433.91,3,58,3.13,2,Off,55.87,0
2022-04-19,21:45:00,Factory_C,Urban,Night,43.0,Junior,No,33.08,25.18,42.39,2.96,1070.94,7,314,8.92,0,On,67.63,0
2022-04-19,22:00:00,Factory_D,Rural,Night,31.0,Junior,Yes,32.77,29.65,64.28,3.2,3910.58,3,204,4.8,1,Off,58.8,0
2022-04-19,22:15:00,Factory_A,Rural,Day,25.0,Senior,Yes,38.9,27.74,35.1,1.11,2818.15,4,232,3.0,2,Off,67.21,0
2022-04-19,22:30:00,Factory_D,Rural,Day,23.0,Junior,Yes,35.48,30.2,56.59,4.41,2414.91,4,336,6.58,0,Off,71.05,0
2022-04-19,22:45:00,Factory_A,Industrial_Zone,Night,49.0,Senior,No,37.34,27.06,52.77,2.34,3920.36,7,84,9.94,0,Off,53.36,0
2022-04-19,23:00:00,Factory_D,Urban,Night,11.0,Junior,No,29.89,27.96,53.04,2.77,3400.65,19,94,3.29,3,On,57.31,0
2022-04-19,23:15:00,Factory_A,Industrial_Zone,Day,40.0,Senior,No,32.6,20.75,41.0,0.76,3598.04,16,145,3.22,3,Off,61.25,0
2022-04-19,23:30:00,Factory_C,Rural,Night,44.0,Senior,No,41.26,33.12,36.92,4.39,2994.1,19,332,4.95,3,On,92.88,1
2022-04-19,23:45:00,Factory_C,Urban,Day,,Senior,Yes,37.56,32.22,70.4,2.56,3450.12,12,140,4.12,1,On,69.57,0
2022-04-20,00:00:00,Factory_B,Industrial_Zone,Night,45.0,Junior,No,31.78,27.25,38.49,3.64,1080.29,9,307,7.69,2,On,67.25,0
2022-04-20,00:15:00,Factory_B,Industrial_Zone,Night,28.0,Senior,Yes,35.68,25.61,51.74,1.06,3649.08,9,4,9.91,1,On,47.53,0
2022-04-20,00:30:00,Factory_D,Rural,Day,21.0,Junior,Yes,32.01,26.59,31.61,2.13,1215.53,6,19,8.56,3,On,46.61,0
2022-04-20,00:45:00,Factory_A,Industrial_Zone,Night,24.0,Junior,No,39.18,27.15,38.85,1.09,2975.18,17,83,5.24,2,Off,66.26,0
2022-04-20,01:00:00,Factory_D,Urban,Day,6.0,Junior,Yes,28.19,24.25,36.83,3.03,3665.62,7,33,6.11,3,Off,41.37,0
2022-04-20,01:15:00,Factory_B,Urban,Night,19.0,Junior,Yes,35.83,28.08,64.62,4.42,2141.61,9,266,4.78,1,On,75.43,1
2022-04-20,01:30:00,Factory_D,Industrial_Zone,Day,33.0,Junior,Yes,35.78,28.88,68.49,3.69,2103.25,9,73,8.91,4,Off,59.08,0
2022-04-20,01:45:00,Factory_D,Urban,Day,32.0,Senior,No,31.66,25.26,73.25,4.25,2578.86,7,112,4.37,2,Off,47.89,0
2022-04-20,02:00:00,Factory_A,Urban,Night,26.0,Senior,No,34.18,23.95,31.98,3.94,1247.94,16,232,5.9,3,Off,67.45,0
2022-04-20,02:15:00,Factory_B,Rural,Night,38.0,Junior,No,36.13,28.84,74.05,0.26,2510.34,7,55,9.28,3,Off,49.05,0
2022-04-20,02:30:00,Factory_D,Rural,Night,35.0,Junior,Yes,29.67,23.76,46.48,3.6,1858.2,11,324,0.61,4,On,68.44,0
2022-04-20,02:45:00,Factory_C,Urban,Night,26.0,Senior,Yes,31.16,22.51,75.22,4.05,2086.49,16,247,3.21,0,On,65.13,0
2022-04-20,03:00:00,Factory_D,Urban,Night,16.0,Junior,No,34.53,27.16,50.75,4.42,2451.08,6,345,6.02,2,Off,72.46,0
2022-04-20,03:15:00,Factory_A,Rural,Night,21.0,Senior,No,32.5,27.79,30.58,4.93,2774.72,1,193,7.63,1,On,63.34,0
2022-04-20,03:30:00,Factory_D,Rural,Day,24.0,Junior,Yes,33.61,27.87,55.16,2.67,2989.69,4,331,0.56,0,On,79.34,1
2022-04-20,03:45:00,Factory_C,Urban,Day,47.0,Senior,No,34.94,26.92,59.85,0.46,2395.77,14,238,9.34,4,Off,69.61,0
2022-04-20,04:00:00,Factory_B,Rural,Night,48.0,Senior,Yes,32.27,26.4,59.9,2.49,2576.5,5,341,5.94,0,On,66.1,0
2022-04-20,04:15:00,Factory_A,Urban,Night,22.0,Junior,Yes,34.92,29.34,76.76,2.41,3764.65,18,132,9.37,1,On,57.75,0
2022-04-20,04:30:00,Factory_B,Industrial_Zone,Night,33.0,Junior,Yes,35.89,24.89,51.35,2.65,1102.17,16,123,3.22,4,On,60.63,0
2022-04-20,04:45:00,Factory_A,Urban,Day,17.0,Junior,No,37.34,29.48,54.11,2.17,2782.78,7,256,7.2,0,Off,73.5,0
2022-04-20,05:00:00,Factory_D,Rural,Night,25.0,Junior,Yes,31.26,23.96,79.82,2.17,1599.22,17,144,2.09,0,On,56.18,0
2022-04-20,05:15:00,Factory_C,Rural,Night,8.0,Senior,Yes,33.11,26.8,31.11,4.57,1763.17,19,69,4.9,4,On,56.51,0
2022-04-20,05:30:00,Factory_A,Rural,Night,38.0,Junior,Yes,36.77,32.6,61.3,4.42,2146.68,12,275,2.23,2,On,78.26,1
2022-04-20,05:45:00,Factory_D,Urban,Night,7.0,Junior,Yes,30.55,28.95,64.77,1.45,1909.76,16,240,5.57,2,On,68.79,0
2022-04-20,06:00:00,Factory_D,Rural,Night,6.0,Senior,No,35.32,27.33,59.48,0.59,2302.67,3,104,4.76,2,On,53.84,0
2022-04-20,06:15:00,Factory_B,Rural,Day,29.0,Senior,Yes,35.08,29.52,55.73,2.61,2880.93,17,304,7.38,2,Off,77.52,1
2022-04-20,06:30:00,Factory_D,Rural,Day,43.0,Junior,Yes,27.24,21.47,47.96,0.71,2132.37,3,65,5.25,0,Off,39.11,0
2022-04-20,06:45:00,Factory_D,Urban,Day,20.0,Senior,Yes,33.52,27.46,62.67,1.6,3681.09,11,330,8.72,2,On,75.05,1
2022-04-20,07:00:00,Factory_B,Rural,Day,25.0,Junior,No,35.99,27.25,41.05,0.79,3225.13,5,56,9.45,1,On,47.04,0
2022-04-20,07:15:00,Factory_A,Industrial_Zone,Day,41.0,Junior,Yes,34.36,28.48,76.72,4.82,3065.19,10,206,7.3,3,Off,70.38,0
2022-04-20,07:30:00,Factory_C,Industrial_Zone,Day,23.0,Junior,Yes,33.58,24.91,76.66,3.91,3061.8,18,248,0.68,1,On,74.27,0
2022-04-20,07:45:00,Factory_A,Industrial_Zone,Day,8.0,Junior,Yes,35.47,28.09,54.77,4.77,1574.99,17,153,1.86,0,Off,63.61,0
2022-04-20,08:00:00,Factory_D,Rural,Night,27.0,Junior,No,37.97,30.85,59.32,3.43,2196.3,6,3,1.34,0,On,56.57,0
2022-04-20,08:15:00,Factory_B,Industrial_Zone,Night,41.0,Senior,No,36.61,24.46,79.98,3.58,2545.09,2,44,7.34,2,Off,46.96,0
2022-04-20,08:30:00,Factory_B,Rural,Night,13.0,Junior,Yes,32.73,29.52,58.95,2.67,1942.12,16,294,8.64,4,Off,74.06,0
2022-04-20,08:45:00,Factory_A,Industrial_Zone,Night,21.0,Senior,Yes,30.62,24.4,74.05,4.01,1760.19,13,239,2.79,3,On,64.77,0
2022-04-20,09:00:00,Factory_A,Rural,Night,17.0,Senior,Yes,36.56,24.63,37.89,2.93,1974.12,16,102,1.25,4,On,60.58,0
2022-04-20,09:15:00,Factory_D,Industrial_Zone,Night,22.0,Junior,Yes,31.47,26.92,49.6,4.09,2872.94,3,98,8.16,1,On,48.55,0
2022-04-20,09:30:00,Factory_D,Urban,Night,36.0,Senior,Yes,33.42,24.43,59.56,0.57,1135.84,12,11,4.58,0,On,52.91,0
2022-04-20,09:45:00,Factory_D,Urban,Night,10.0,Junior,No,35.6,24.85,76.29,0.36,3333.63,12,273,3.67,0,On,74.2,0
2022-04-20,10:00:00,Factory_C,Industrial_Zone,Night,33.0,Junior,Yes,38.44,26.44,31.97,0.76,3895.64,11,67,8.56,1,Off,59.13,0
2022-04-20,10:15:00,Factory_D,Industrial_Zone,Day,5.0,Junior,Yes,38.86,29.94,68.75,3.07,1562.2,13,118,5.57,0,On,69.08,0
2022-04-20,10:30:00,Factory_C,Urban,Night,47.0,Junior,Yes,35.18,27.73,62.87,4.23,2407.27,16,277,9.72,0,Off,75.46,1
2022-04-20,10:45:00,Factory_D,Rural,Day,14.0,Junior,No,33.47,27.01,49.55,1.18,3207.28,1,193,2.32,2,On,60.84,0
2022-04-20,11:00:00,Factory_C,Rural,Day,46.0,Senior,No,31.4,25.25,67.34,2.77,2369.71,12,260,6.55,1,On,63.23,0
2022-04-20,11:15:00,Factory_A,Rural,Night,9.0,Senior,No,40.88,29.21,58.24,2.34,1977.33,1,59,5.44,3,Off,57.39,0
2022-04-20,11:30:00,Factory_A,Industrial_Zone,Night,8.0,Junior,Yes,34.13,28.39,51.98,0.32,3971.5,7,262,3.68,3,Off,65.82,0
2022-04-20,11:45:00,Factory_B,Urban,Day,42.0,Senior,Yes,37.03,28.92,33.73,2.64,2590.91,10,73,8.63,3,Off,62.63,0
2022-04-20,12:00:00,Factory_C,Industrial_Zone,Day,,Senior,Yes,35.59,24.1,49.0,1.58,2603.69,11,229,2.47,0,On,64.3,0
2022-04-20,12:15:00,Factory_C,Rural,Day,49.0,Junior,No,33.51,25.87,45.99,3.36,2834.39,13,238,1.84,0,Off,68.45,0
2022-04-20,12:30:00,Factory_B,Rural,Day,40.0,Junior,Yes,33.39,23.65,66.07,0.67,2287.82,8,317,7.34,0,On,65.32,0
2022-04-20,12:45:00,Factory_A,Rural,Night,,Junior,Yes,30.85,26.3,77.71,3.49,2351.08,17,153,7.17,3,Off,59.47,0
2022-04-20,13:00:00,Factory_D,Industrial_Zone,Day,39.0,Junior,Yes,38.37,30.42,67.47,3.42,1635.57,12,204,1.18,0,Off,77.92,1
2022-04-20,13:15:00,Factory_C,Industrial_Zone,Day,21.0,Junior,Yes,34.64,24.12,51.77,0.21,2823.3,10,62,3.68,4,Off,56.61,0
2022-04-20,13:30:00,Factory_C,Rural,Day,13.0,Junior,Yes,39.29,28.64,60.83,4.17,1748.22,2,359,0.77,2,On,79.32,1
2022-04-20,13:45:00,Factory_A,Industrial_Zone,Day,7.0,Junior,Yes,33.65,25.67,35.38,2.84,3997.36,17,159,7.86,3,Off,64.19,0
2022-04-20,14:00:00,Factory_C,Rural,Day,26.0,Junior,No,34.11,27.29,52.46,2.4,1411.58,5,329,4.05,3,Off,73.76,0
2022-04-20,14:15:00,Factory_D,Rural,Day,39.0,Junior,Yes,31.6,28.54,51.3,0.15,1490.45,1,308,0.92,1,Off,60.67,0
2022-04-20,14:30:00,Factory_A,Industrial_Zone,Day,16.0,Junior,No,34.07,25.95,64.46,1.16,1831.15,10,78,5.35,4,Off,54.19,0
2022-04-20,14:45:00,Factory_D,Rural,Night,34.0,Junior,No,31.28,28.58,78.83,4.8,3505.43,6,36,2.69,4,On,49.62,0
2022-04-20,15:00:00,Factory_A,Industrial_Zone,Day,14.0,Senior,Yes,36.21,27.89,56.15,3.43,2176.14,12,32,4.11,2,On,57.87,0
2022-04-20,15:15:00,Factory_C,Rural,Day,25.0,Senior,No,35.32,25.65,61.08,1.33,2365.5,18,308,1.23,4,On,80.99,1
2022-04-20,15:30:00,Factory_B,Rural,Day,37.0,Junior,No,39.42,29.33,44.19,3.7,1954.66,19,185,2.35,1,On,79.86,1
2022-04-20,15:45:00,Factory_C,Rural,Day,42.0,Senior,No,30.63,26.89,47.94,2.07,3232.79,10,28,4.86,0,On,51.41,0
2022-04-20,16:00:00,Factory_A,Urban,Night,37.0,Senior,No,38.65,26.53,69.15,2.55,3725.45,4,208,2.67,3,Off,68.27,0
2022-04-20,16:15:00,Factory_B,Rural,Day,39.0,Junior,No,32.06,27.22,37.66,0.77,1912.04,15,228,4.44,3,Off,64.94,0
2022-04-20,16:30:00,Factory_D,Industrial_Zone,Night,10.0,Senior,Yes,36.03,25.98,47.05,4.46,3987.76,12,80,5.11,1,Off,56.33,0
2022-04-20,16:45:00,Factory_B,Industrial_Zone,Night,6.0,Senior,Yes,31.56,27.71,71.04,3.05,1896.29,3,155,1.54,2,Off,50.67,0
2022-04-20,17:00:00,Factory_D,Industrial_Zone,Night,22.0,Junior,Yes,35.61,28.96,59.52,0.48,3239.99,5,296,3.04,1,On,71.71,0
2022-04-20,17:15:00,Factory_D,Rural,Night,16.0,Junior,Yes,27.47,22.55,76.91,2.21,3480.34,5,91,4.92,3,Off,36.94,0
2022-04-20,17:30:00,Factory_C,Urban,Night,31.0,Junior,Yes,32.99,27.71,61.38,1.53,2322.66,1,78,1.13,0,On,49.24,0
2022-04-20,17:45:00,Factory_C,Urban,Night,35.0,Senior,No,35.32,29.2,45.82,4.37,3587.85,12,131,2.05,4,Off,63.79,0
2022-04-20,18:00:00,Factory_C,Industrial_Zone,Day,49.0,Senior,Yes,40.27,29.6,34.15,1.67,3756.51,14,323,2.73,1,On,82.67,1
2022-04-20,18:15:00,Factory_D,Rural,Night,9.0,Junior,Yes,28.62,23.19,77.05,2.62,2530.33,12,76,8.97,3,Off,49.76,0
2022-04-20,18:30:00,Factory_D,Industrial_Zone,Night,49.0,Junior,Yes,34.99,27.86,56.82,4.67,1756.95,10,301,4.73,2,Off,70.51,0
2022-04-20,18:45:00,Factory_A,Industrial_Zone,Day,13.0,Junior,Yes,33.44,25.1,55.31,0.55,3973.65,7,105,8.16,1,Off,54.79,0
2022-04-20,19:00:00,Factory_C,Urban,Day,33.0,Junior,Yes,29.25,25.86,40.58,1.43,1993.48,2,197,2.29,3,Off,58.84,0
2022-04-20,19:15:00,Factory_A,Industrial_Zone,Day,27.0,Senior,Yes,31.63,27.63,55.79,1.57,3414.22,19,264,0.47,4,Off,71.65,0
2022-04-20,19:30:00,Factory_C,Urban,Night,44.0,Senior,No,33.59,26.95,35.23,2.64,3133.17,2,181,1.32,2,On,56.52,0
2022-04-20,19:45:00,Factory_B,Rural,Night,7.0,Senior,No,36.4,26.94,66.29,3.49,2183.74,11,26,6.59,3,On,55.31,0
2022-04-20,20:00:00,Factory_C,Industrial_Zone,Night,7.0,Senior,No,35.26,27.97,73.81,2.54,3317.14,4,238,8.39,0,On,67.89,0
2022-04-20,20:15:00,Factory_A,Rural,Night,31.0,Junior,No,31.06,22.96,78.61,1.17,3496.5,19,327,5.85,2,On,72.79,0
2022-04-20,20:30:00,Factory_C,Rural,Night,8.0,Junior,Yes,29.5,25.0,45.24,2.54,3313.06,15,189,4.32,4,On,52.12,0
2022-04-20,20:45:00,Factory_D,Rural,Day,40.0,Senior,No,36.25,31.07,40.36,1.08,2808.77,11,90,9.79,4,Off,65.01,0
2022-04-20,21:00:00,Factory_B,Rural,Night,15.0,Senior,No,34.41,28.05,37.63,1.33,3940.41,14,141,4.47,4,Off,66.66,0
2022-04-20,21:15:00,Factory_D,Urban,Night,31.0,Senior,Yes,39.83,27.42,34.72,1.19,2691.74,15,21,2.32,0,On,52.0,0
2022-04-20,21:30:00,Factory_A,Rural,Day,45.0,Senior,Yes,33.94,28.35,70.42,4.02,1373.92,13,218,3.77,2,Off,67.57,0
2022-04-20,21:45:00,Factory_B,Urban,Night,,Junior,Yes,38.43,27.35,50.59,0.24,1073.26,8,264,9.48,0,Off,76.94,1
2022-04-20,22:00:00,Factory_C,Rural,Day,32.0,Junior,Yes,36.63,27.01,39.23,4.93,1320.64,9,75,7.63,4,On,53.89,0
2022-04-20,22:15:00,Factory_C,Urban,Night,46.0,Junior,Yes,37.46,27.11,55.14,3.66,2603.47,16,127,4.67,3,On,68.55,0
2022-04-20,22:30:00,Factory_B,Urban,Day,27.0,Junior,No,36.3,27.14,37.63,2.1,1768.34,16,83,3.5,1,On,65.53,0
2022-04-20,22:45:00,Factory_B,Industrial_Zone,Night,14.0,Senior,Yes,36.36,27.33,72.14,0.48,3538.24,12,239,0.68,4,On,66.86,0
2022-04-20,23:00:00,Factory_B,Urban,Night,30.0,Senior,Yes,28.12,22.62,34.24,0.63,3842.09,3,153,3.81,1,On,41.27,0
2022-04-20,23:15:00,Factory_A,Industrial_Zone,Day,46.0,Senior,Yes,34.29,26.16,32.42,4.92,1319.95,11,170,9.85,1,Off,65.96,0
